PIDN,Ca,P,pH,SOC,Sand
vGTNQa6G,0.106964976,0.0006376743,0.839301,0.052977305,0.000118912976
vQzNxHoL,0.00522563,0.038659602,0.7464576,0.20935494,0.00030224494
vfZGBUJm,0.0006835358,0.0065490715,0.8348386,0.15764357,0.00028524356
vlooVUoT,0.0005441083,0.0057234024,0.10435434,0.88885576,0.00052235316
vrACvd4O,0.0008813274,0.0076251947,0.8150367,0.17639711,5.968904e-05
w8hdjLwb,0.00065151986,0.0035320008,0.9520333,0.03551392,0.008269223
wAntv4gH,0.0057739443,0.0020536177,0.96314627,0.020279717,0.008746502
wIUL09q0,0.00047769168,0.013154417,0.956005,0.0130021805,0.017360644
wOzx7Fgz,0.00051802513,0.009340487,0.9080937,0.08117258,0.0008752031
wPhjhCJQ,2.34826e-05,0.0041257427,0.22438937,0.0959324,0.67552894
wQSWWmYB,0.00080003147,0.0065175006,0.9476336,0.042454477,0.0025944316
wdIMrXwy,0.01739402,0.00021543016,0.9811739,0.0010817741,0.00013491178
wiL9npQc,0.00017541627,0.00874303,0.78179085,0.05344196,0.15584874
wnU95Cxn,0.016878257,0.00014641303,0.98225296,0.0006890581,3.3340013e-05
wpJbbjJs,0.0059748935,0.0034972136,0.8591839,0.13093475,0.0004091282
wsOWTAbI,0.0037762027,0.0024421222,0.6247777,0.36896536,3.866527e-05
wtdBcU3U,0.0007819189,0.0106053585,0.9700492,0.016727086,0.0018364479
wuKXVxOc,0.00044450865,0.027429983,0.47174376,0.32187304,0.17850876
wyzadAt8,3.1766176e-05,0.0052914754,0.31479514,0.04666581,0.63321584
wzaKzYwi,0.0009944596,0.0040033404,0.89359796,0.0020404013,0.09936396
x6GCk4EV,0.00011571897,0.005353953,0.7514146,0.028308546,0.21480712
x6lUi3vf,0.0026621423,0.0021922393,0.60382736,0.3913152,3.0912609e-06
x8mwDHv9,0.00029165627,0.011995913,0.84356534,0.12800992,0.016137164
xIYm6puH,0.0032601566,0.0015276542,0.59873205,0.3964403,3.9726798e-05
xO6UdpsK,0.0030809185,0.0019912936,0.93085474,0.063994676,7.833119e-05
xQ2bkOvj,0.001245741,0.004518407,0.24240363,0.75182855,3.675085e-06
xeXyDCEQ,0.1425479,0.00051549927,0.78215826,0.07474495,3.3399272e-05
xrggHziO,0.001445481,0.003318586,0.93950236,0.054999996,0.00073363486
y1WMCmqQ,0.0018229294,0.03860615,0.7514742,0.20238991,0.005706869
yDngezhM,0.0011820365,0.009372869,0.9794741,0.007516326,0.0024546427
yLiFjMD0,0.00060088624,0.0107478015,0.8137528,0.09237127,0.08252722
ySwEBO7w,0.0021543591,0.020672584,0.4352273,0.54157436,0.00037139258
ydC9UsSm,0.00018597099,0.008248385,0.18811478,0.7995905,0.0038604506
ydEG4VBd,0.0012782456,0.009984,0.81172985,0.17578314,0.0012246313
yf76yWXc,0.009756675,0.002582648,0.9414925,0.045221236,0.00094690186
yg70e63n,0.001295289,0.0063270577,0.6406355,0.35138234,0.0003597771
ywxtlSKv,0.002714457,0.014989676,0.64944404,0.33282718,2.4662717e-05
yzKPQPOR,0.0018456747,0.0037245664,0.1534121,0.84101707,6.0999656e-07
z5cnOnZ1,0.00093131035,0.011108134,0.89554495,0.09229054,0.00012499391
zFLkOE0e,0.0072485353,0.004937816,0.48090726,0.50684124,6.5154214e-05
zGi72mxL,0.0019454322,0.004027394,0.5341308,0.45989525,1.1642436e-06
zN925UV3,0.0008766339,0.0057961917,0.19474551,0.7985167,6.50226e-05
zTy2ih7e,0.00055726315,0.030260904,0.64501375,0.24326974,0.08089837
zVFzAutw,0.0005191116,0.0069462657,0.7984184,0.17472892,0.019387232
zYxNAkht,0.00027137442,0.011382663,0.76396453,0.006152154,0.21822922
zaWDBai3,0.00025424553,0.0043550907,0.67738837,0.2870918,0.03091049
zg3u0Zsx,0.0010516398,0.005356577,0.715302,0.27745488,0.00083497097
zlwLfdsS,0.00016635362,0.00046244127,0.016992912,0.98237807,1.9846632e-07
zmbKzVfl,0.00048294655,0.012750605,0.22934195,0.7498594,0.007565089
